,ID,Sex,Age,ModesOfTravel,TravelMotives,Margins,Periods,StagesPerPersonPerDayAverage_1,DistanceTravelledPerStageAverage_2
48829,48829,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2010,0.02,64.47
48830,48830,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2011,0.02,62.84
48831,48831,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2012,0.03,61.69
48832,48832,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2013,0.03,62.6
48833,48833,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2014,0.03,62.17
48834,48834,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2015,0.03,61.35
48835,48835,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2016,0.03,62.08
48836,48836,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2017,0.03,61.55
48837,48837,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2018,0.03,60.66
48838,48838,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2019,0.03,60.75
48839,48839,Male,30 to 39 years,Train,Other,Upper bound 95% confidence interval,2020,0.01,63.0
48906,48906,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,1999,0.05,10.3
48907,48907,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2000,0.05,10.05
48908,48908,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2001,0.05,10.11
48909,48909,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2002,0.05,9.98
48910,48910,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2003,0.05,9.66
48911,48911,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2004,0.05,9.7
48912,48912,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2005,0.05,9.28
48913,48913,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2006,0.05,8.73
48914,48914,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2007,0.05,8.61
48915,48915,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2008,0.05,8.48
48916,48916,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2009,0.05,8.65
48917,48917,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2010,0.05,8.23
48918,48918,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2011,0.05,8.12
48919,48919,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2012,0.05,7.98
48920,48920,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2013,0.05,7.66
48921,48921,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2014,0.05,7.86
48922,48922,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2015,0.05,7.6
48923,48923,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2016,0.05,7.63
48924,48924,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2017,0.05,7.27
48925,48925,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2018,0.05,7.17
48926,48926,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2019,0.05,7.07
48927,48927,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Value,2020,0.02,6.69
48928,48928,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,1999,0.04,8.87
48929,48929,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2000,0.04,8.74
48930,48930,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2001,0.04,8.74
48931,48931,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2002,0.04,8.74
48932,48932,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2003,0.04,8.45
48933,48933,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2004,0.04,8.52
48934,48934,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2005,0.04,8.13
48935,48935,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2006,0.04,7.74
48936,48936,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2007,0.04,7.62
48937,48937,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2008,0.04,7.49
48938,48938,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2009,0.04,7.71
48939,48939,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2010,0.05,7.45
48940,48940,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2011,0.05,7.31
48941,48941,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2012,0.04,7.2
48942,48942,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2013,0.04,6.86
48943,48943,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2014,0.04,7.02
48944,48944,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2015,0.04,6.82
48945,48945,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2016,0.04,6.84
48946,48946,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2017,0.05,6.49
48947,48947,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2018,0.05,6.3
48948,48948,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2019,0.04,6.16
48949,48949,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2020,0.02,5.73
48950,48950,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,1999,0.07,11.8
48951,48951,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2000,0.07,11.54
48952,48952,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2001,0.06,11.45
48953,48953,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2002,0.06,11.4
48954,48954,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2003,0.06,10.92
48955,48955,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2004,0.06,10.96
48956,48956,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2005,0.06,10.38
48957,48957,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2006,0.07,9.81
48958,48958,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2007,0.06,9.66
48959,48959,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2008,0.07,9.5
48960,48960,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2009,0.06,9.69
48961,48961,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2010,0.06,9.1
48962,48962,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2011,0.06,8.92
48963,48963,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2012,0.06,8.79
48964,48964,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2013,0.06,8.4
48965,48965,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2014,0.06,8.66
48966,48966,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2015,0.06,8.4
48967,48967,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2016,0.06,8.43
48968,48968,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2017,0.06,8.1
48969,48969,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2018,0.06,8.03
48970,48970,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2019,0.06,7.97
48971,48971,Male,30 to 39 years,Bus/metro,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2020,0.03,7.65
48972,48972,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,1999,0.01,6.62
48973,48973,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2000,0.01,6.53
48975,48975,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2002,0.01,6.83
48977,48977,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2004,0.01,6.42
48978,48978,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2005,0.01,6.45
48979,48979,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2006,0.01,5.98
48980,48980,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2007,0.01,6.16
48981,48981,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2008,0.01,6.0
48982,48982,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2009,0.01,5.97
48983,48983,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2010,0.01,5.62
48984,48984,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2011,0.01,5.66
48985,48985,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2012,0.01,5.69
48986,48986,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2013,0.01,5.5
48987,48987,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2014,0.01,5.52
48988,48988,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2015,0.01,5.59
48989,48989,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2016,0.01,5.34
48990,48990,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2017,0.01,5.2
48991,48991,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2018,0.01,5.06
48992,48992,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Value,2019,0.01,4.9
48994,48994,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,1999,0.01,5.16
48995,48995,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2000,0.01,5.23
48997,48997,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2002,0.01,5.49
48999,48999,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2004,0.01,5.25
49000,49000,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2005,0.01,5.3
49001,49001,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2006,0.0,4.99
49002,49002,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2007,0.0,5.13
49003,49003,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2008,0.01,4.99
49004,49004,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2009,0.0,5.0
49005,49005,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2010,0.01,4.79
49006,49006,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2011,0.01,4.79
49007,49007,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2012,0.01,4.81
49008,49008,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2013,0.01,4.73
49009,49009,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2014,0.01,4.72
49010,49010,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2015,0.01,4.74
49011,49011,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2016,0.01,4.53
49012,49012,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2017,0.01,4.38
49013,49013,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2018,0.01,4.24
49014,49014,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2019,0.0,4.06
49016,49016,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,1999,0.02,8.09
49017,49017,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2000,0.02,7.93
49019,49019,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2002,0.02,8.15
49021,49021,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2004,0.02,7.58
49022,49022,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2005,0.01,7.6
49023,49023,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2006,0.01,7.06
49024,49024,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2007,0.01,7.21
49025,49025,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2008,0.01,7.02
49026,49026,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2009,0.01,7.0
49027,49027,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2010,0.01,6.47
49028,49028,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2011,0.01,6.52
49029,49029,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2012,0.01,6.52
49030,49030,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2013,0.01,6.35
49031,49031,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2014,0.01,6.36
49032,49032,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2015,0.01,6.42
49033,49033,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2016,0.01,6.19
49034,49034,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2017,0.01,5.99
49035,49035,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2018,0.01,5.93
49036,49036,Male,30 to 39 years,Bus/metro,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2019,0.01,5.79
49104,49104,Male,30 to 39 years,Bus/metro,Other,Value,1999,0.03,9.66
49105,49105,Male,30 to 39 years,Bus/metro,Other,Value,2000,0.03,9.9
49106,49106,Male,30 to 39 years,Bus/metro,Other,Value,2001,0.03,9.8
49107,49107,Male,30 to 39 years,Bus/metro,Other,Value,2002,0.03,9.42
49108,49108,Male,30 to 39 years,Bus/metro,Other,Value,2003,0.03,9.24
49109,49109,Male,30 to 39 years,Bus/metro,Other,Value,2004,0.03,8.76
49110,49110,Male,30 to 39 years,Bus/metro,Other,Value,2005,0.03,8.39
49111,49111,Male,30 to 39 years,Bus/metro,Other,Value,2006,0.03,8.06
49112,49112,Male,30 to 39 years,Bus/metro,Other,Value,2007,0.03,7.71
49113,49113,Male,30 to 39 years,Bus/metro,Other,Value,2008,0.03,8.06
